condition,stimulusSet,trial,participant,product,estimate,truth
individual,1.0,1,1,Wild strawberry preserve,20.0,7.0
individual,1.0,2,1,Crest deep clean dental floss,5.0,8.0
individual,1.0,3,1,Coated key lock,8.0,9.0
individual,1.0,4,1,Cock-a-doodle timer,10.0,10.0
individual,1.0,5,1,Texas Instruments scientific calculator,15.0,11.0
individual,1.0,6,1,Flexible digital thermometer,9.0,11.0
individual,1.0,7,1,Dayquil and Nyquil cough syrup,15.0,12.0
individual,1.0,8,1,Produce saver tupperware set,15.0,13.0
individual,1.0,9,1,Travel neck pillow,20.0,13.0
individual,1.0,10,1,Fresh water lily soap,7.0,14.0
individual,1.0,11,1,Bobbi Brown eyelash curler,9.0,15.0
individual,1.0,12,1,Brown floating wall frame,25.0,15.0
individual,1.0,13,1,Calvin Klein legwarmers,15.0,18.0
individual,1.0,14,1,Potted artificial phalaenopsis,12.0,18.0
individual,1.0,15,1,Metallic electric can opener,35.0,19.0
individual,1.0,16,1,Apple dock USB connector,10.0,19.0
individual,1.0,17,1,Peacock feather pen,12.0,20.0
individual,1.0,18,1,Getz/Gilberto bossa nova compilation CD,25.0,22.0
individual,1.0,19,1,2-slice toaster,18.0,23.0
individual,1.0,20,1,Dylan's candy bar gift box,19.0,24.0
individual,1.0,21,1,Juggling set,10.0,24.0
individual,1.0,22,1,Sony S2 stereo headphones,15.0,25.0
individual,1.0,23,1,G Saké,10.0,25.0
individual,1.0,24,1,Smith & Hawken rubber doormat,26.0,25.0
individual,1.0,25,1,Cow bell,30.0,25.0
individual,1.0,26,1,The North Face men's flip flops,27.0,28.0
individual,1.0,27,1,Frederic Fekkai 7oz hair glossing cream,27.0,28.0
individual,1.0,28,1,Tibetan finger cymbal,9.0,28.0
individual,1.0,29,1,Clinique powder brush,40.0,30.0
individual,1.0,30,1,Professional burst-resistant exercise ball,20.0,30.0
individual,1.0,31,1,Sony computer speakers,45.0,31.0
individual,1.0,32,1,Chicago Cubs vintage t-shirt,20.0,32.0
individual,1.0,33,1,Impulse helmet,12.0,34.0
individual,1.0,34,1,Halo 3 for Xbox 360,42.0,35.0
individual,1.0,35,1,Mrs. Fields cookie basket,19.0,35.0
individual,1.0,36,1,Crystal votive candle holder,40.0,35.0
individual,1.0,37,1,Scrabble board game,25.0,35.0
individual,1.0,38,1,Godiva signature chocolate truffle assortment,49.0,36.0
individual,1.0,39,1,Colorblock dress,19.0,38.0
individual,1.0,40,1,Cheese tray knife set,35.0,38.0
individual,1.0,41,1,Oster flip waffle maker,12.0,40.0
individual,1.0,42,1,Sony 8gb USB drive,15.0,40.0
individual,1.0,43,1,Panasonic cordless phone system,35.0,40.0
individual,1.0,44,1,Wireless mobile mouse,26.0,40.0
individual,1.0,45,1,Animal print glass vase,24.0,40.0
individual,1.0,46,1,Eddie Bauer sleeping bag,32.0,40.0
individual,1.0,47,1,Floral stone ring,5.0,42.0
individual,1.0,48,1,Floral bath towels,25.0,42.0
individual,1.0,49,1,Tarnished sheer scarf,45.0,44.0
individual,1.0,50,1,Candlestick lamp,45.0,45.0
individual,1.0,1,2,Wild strawberry preserve,3.0,7.0
individual,1.0,2,2,Crest deep clean dental floss,15.0,8.0
individual,1.0,3,2,Coated key lock,15.0,9.0
individual,1.0,4,2,Cock-a-doodle timer,10.0,10.0
individual,1.0,5,2,Texas Instruments scientific calculator,15.0,11.0
individual,1.0,6,2,Flexible digital thermometer,5.0,11.0
individual,1.0,7,2,Dayquil and Nyquil cough syrup,15.0,12.0
individual,1.0,8,2,Produce saver tupperware set,15.0,13.0
individual,1.0,9,2,Travel neck pillow,10.0,13.0
individual,1.0,10,2,Fresh water lily soap,15.0,14.0
individual,1.0,11,2,Bobbi Brown eyelash curler,8.0,15.0
individual,1.0,12,2,Brown floating wall frame,20.0,15.0
individual,1.0,13,2,Calvin Klein legwarmers,10.0,18.0
individual,1.0,14,2,Potted artificial phalaenopsis,25.0,18.0
individual,1.0,15,2,Metallic electric can opener,10.0,19.0
individual,1.0,16,2,Apple dock USB connector,25.0,19.0
individual,1.0,17,2,Peacock feather pen,10.0,20.0
individual,1.0,18,2,Getz/Gilberto bossa nova compilation CD,25.0,22.0
individual,1.0,19,2,2-slice toaster,30.0,23.0
individual,1.0,20,2,Dylan's candy bar gift box,12.0,24.0
individual,1.0,21,2,Juggling set,15.0,24.0
individual,1.0,22,2,Sony S2 stereo headphones,25.0,25.0
individual,1.0,23,2,G Saké,30.0,25.0
individual,1.0,24,2,Smith & Hawken rubber doormat,30.0,25.0
individual,1.0,25,2,Cow bell,25.0,25.0
individual,1.0,26,2,The North Face men's flip flops,32.0,28.0
individual,1.0,27,2,Frederic Fekkai 7oz hair glossing cream,15.0,28.0
individual,1.0,28,2,Tibetan finger cymbal,5.0,28.0
individual,1.0,29,2,Clinique powder brush,45.0,30.0
individual,1.0,30,2,Professional burst-resistant exercise ball,20.0,30.0
individual,1.0,31,2,Sony computer speakers,40.0,31.0
individual,1.0,32,2,Chicago Cubs vintage t-shirt,20.0,32.0
individual,1.0,33,2,Impulse helmet,10.0,34.0
individual,1.0,34,2,Halo 3 for Xbox 360,40.0,35.0
individual,1.0,35,2,Mrs. Fields cookie basket,20.0,35.0
individual,1.0,36,2,Crystal votive candle holder,20.0,35.0
individual,1.0,37,2,Scrabble board game,25.0,35.0
individual,1.0,38,2,Godiva signature chocolate truffle assortment,40.0,36.0
individual,1.0,39,2,Colorblock dress,40.0,38.0
individual,1.0,40,2,Cheese tray knife set,30.0,38.0
individual,1.0,41,2,Oster flip waffle maker,15.0,40.0
individual,1.0,42,2,Sony 8gb USB drive,45.0,40.0
individual,1.0,43,2,Panasonic cordless phone system,25.0,40.0
individual,1.0,44,2,Wireless mobile mouse,25.0,40.0
individual,1.0,45,2,Animal print glass vase,19.0,40.0
individual,1.0,46,2,Eddie Bauer sleeping bag,35.0,40.0
individual,1.0,47,2,Floral stone ring,20.0,42.0
individual,1.0,48,2,Floral bath towels,20.0,42.0
individual,1.0,49,2,Tarnished sheer scarf,30.0,44.0
individual,1.0,50,2,Candlestick lamp,40.0,45.0
individual,1.0,1,3,Wild strawberry preserve,14.0,7.0
individual,1.0,2,3,Crest deep clean dental floss,11.0,8.0
individual,1.0,3,3,Coated key lock,8.0,9.0
individual,1.0,4,3,Cock-a-doodle timer,4.0,10.0
individual,1.0,5,3,Texas Instruments scientific calculator,4.0,11.0
individual,1.0,6,3,Flexible digital thermometer,9.0,11.0
individual,1.0,7,3,Dayquil and Nyquil cough syrup,18.0,12.0
individual,1.0,8,3,Produce saver tupperware set,12.0,13.0
individual,1.0,9,3,Travel neck pillow,9.0,13.0
individual,1.0,10,3,Fresh water lily soap,12.0,14.0
individual,1.0,11,3,Bobbi Brown eyelash curler,8.0,15.0
individual,1.0,12,3,Brown floating wall frame,8.0,15.0
individual,1.0,13,3,Calvin Klein legwarmers,7.0,18.0
individual,1.0,14,3,Potted artificial phalaenopsis,18.0,18.0
individual,1.0,15,3,Metallic electric can opener,32.0,19.0
individual,1.0,16,3,Apple dock USB connector,18.0,19.0
individual,1.0,17,3,Peacock feather pen,8.0,20.0
individual,1.0,18,3,Getz/Gilberto bossa nova compilation CD,18.0,22.0
individual,1.0,19,3,2-slice toaster,35.0,23.0
individual,1.0,20,3,Dylan's candy bar gift box,20.0,24.0
individual,1.0,21,3,Juggling set,10.0,24.0
individual,1.0,22,3,Sony S2 stereo headphones,18.0,25.0
individual,1.0,23,3,G Saké,16.0,25.0
individual,1.0,24,3,Smith & Hawken rubber doormat,35.0,25.0
individual,1.0,25,3,Cow bell,27.0,25.0
individual,1.0,26,3,The North Face men's flip flops,25.0,28.0
individual,1.0,27,3,Frederic Fekkai 7oz hair glossing cream,20.0,28.0
individual,1.0,28,3,Tibetan finger cymbal,12.0,28.0
individual,1.0,29,3,Clinique powder brush,40.0,30.0
individual,1.0,30,3,Professional burst-resistant exercise ball,12.0,30.0
individual,1.0,31,3,Sony computer speakers,32.0,31.0
individual,1.0,32,3,Chicago Cubs vintage t-shirt,21.0,32.0
individual,1.0,33,3,Impulse helmet,20.0,34.0
individual,1.0,34,3,Halo 3 for Xbox 360,34.0,35.0
individual,1.0,35,3,Mrs. Fields cookie basket,13.0,35.0
individual,1.0,36,3,Crystal votive candle holder,21.0,35.0
individual,1.0,37,3,Scrabble board game,13.0,35.0
individual,1.0,38,3,Godiva signature chocolate truffle assortment,38.0,36.0
individual,1.0,39,3,Colorblock dress,18.0,38.0
individual,1.0,40,3,Cheese tray knife set,41.0,38.0
individual,1.0,41,3,Oster flip waffle maker,22.0,40.0
individual,1.0,42,3,Sony 8gb USB drive,11.0,40.0
individual,1.0,43,3,Panasonic cordless phone system,30.0,40.0
individual,1.0,44,3,Wireless mobile mouse,12.0,40.0
individual,1.0,45,3,Animal print glass vase,15.0,40.0
individual,1.0,46,3,Eddie Bauer sleeping bag,38.0,40.0
individual,1.0,47,3,Floral stone ring,13.0,42.0
individual,1.0,48,3,Floral bath towels,34.0,42.0
individual,1.0,49,3,Tarnished sheer scarf,43.0,44.0
individual,1.0,50,3,Candlestick lamp,20.0,45.0
individual,1.0,1,4,Wild strawberry preserve,10.0,7.0
individual,1.0,2,4,Crest deep clean dental floss,18.0,8.0
individual,1.0,3,4,Coated key lock,18.0,9.0
individual,1.0,4,4,Cock-a-doodle timer,16.0,10.0
individual,1.0,5,4,Texas Instruments scientific calculator,12.0,11.0
individual,1.0,6,4,Flexible digital thermometer,13.0,11.0
individual,1.0,7,4,Dayquil and Nyquil cough syrup,16.0,12.0
individual,1.0,8,4,Produce saver tupperware set,16.0,13.0
individual,1.0,9,4,Travel neck pillow,8.0,13.0
individual,1.0,10,4,Fresh water lily soap,15.0,14.0
individual,1.0,11,4,Bobbi Brown eyelash curler,24.0,15.0
individual,1.0,12,4,Brown floating wall frame,25.0,15.0
individual,1.0,13,4,Calvin Klein legwarmers,7.0,18.0
individual,1.0,14,4,Potted artificial phalaenopsis,17.0,18.0
individual,1.0,15,4,Metallic electric can opener,12.0,19.0
individual,1.0,16,4,Apple dock USB connector,13.0,19.0
individual,1.0,17,4,Peacock feather pen,14.0,20.0
individual,1.0,18,4,Getz/Gilberto bossa nova compilation CD,35.0,22.0
individual,1.0,19,4,2-slice toaster,35.0,23.0
individual,1.0,20,4,Dylan's candy bar gift box,28.0,24.0
individual,1.0,21,4,Juggling set,16.0,24.0
individual,1.0,22,4,Sony S2 stereo headphones,24.0,25.0
individual,1.0,23,4,G Saké,27.0,25.0
individual,1.0,24,4,Smith & Hawken rubber doormat,25.0,25.0
individual,1.0,25,4,Cow bell,34.0,25.0
individual,1.0,26,4,The North Face men's flip flops,25.0,28.0
individual,1.0,27,4,Frederic Fekkai 7oz hair glossing cream,28.0,28.0
individual,1.0,28,4,Tibetan finger cymbal,16.0,28.0
individual,1.0,29,4,Clinique powder brush,30.0,30.0
individual,1.0,30,4,Professional burst-resistant exercise ball,20.0,30.0
individual,1.0,31,4,Sony computer speakers,10.0,31.0
individual,1.0,32,4,Chicago Cubs vintage t-shirt,38.0,32.0
individual,1.0,33,4,Impulse helmet,12.0,34.0
individual,1.0,34,4,Halo 3 for Xbox 360,48.0,35.0
individual,1.0,35,4,Mrs. Fields cookie basket,40.0,35.0
individual,1.0,36,4,Crystal votive candle holder,16.0,35.0
individual,1.0,37,4,Scrabble board game,10.0,35.0
individual,1.0,38,4,Godiva signature chocolate truffle assortment,40.0,36.0
individual,1.0,39,4,Colorblock dress,48.0,38.0
individual,1.0,40,4,Cheese tray knife set,38.0,38.0
individual,1.0,41,4,Oster flip waffle maker,35.0,40.0
individual,1.0,42,4,Sony 8gb USB drive,45.0,40.0
individual,1.0,43,4,Panasonic cordless phone system,32.0,40.0
individual,1.0,44,4,Wireless mobile mouse,35.0,40.0
individual,1.0,45,4,Animal print glass vase,22.0,40.0
individual,1.0,46,4,Eddie Bauer sleeping bag,50.0,40.0
individual,1.0,47,4,Floral stone ring,6.0,42.0
individual,1.0,48,4,Floral bath towels,45.0,42.0
individual,1.0,49,4,Tarnished sheer scarf,24.0,44.0
individual,1.0,50,4,Candlestick lamp,35.0,45.0
individual,1.0,1,5,Wild strawberry preserve,5.0,7.0
individual,1.0,2,5,Crest deep clean dental floss,8.0,8.0
individual,1.0,3,5,Coated key lock,12.0,9.0
individual,1.0,4,5,Cock-a-doodle timer,3.0,10.0
individual,1.0,5,5,Texas Instruments scientific calculator,20.0,11.0
individual,1.0,6,5,Flexible digital thermometer,15.0,11.0
individual,1.0,7,5,Dayquil and Nyquil cough syrup,8.0,12.0
individual,1.0,8,5,Produce saver tupperware set,22.0,13.0
individual,1.0,9,5,Travel neck pillow,12.0,13.0
individual,1.0,10,5,Fresh water lily soap,12.0,14.0
individual,1.0,11,5,Bobbi Brown eyelash curler,7.0,15.0
individual,1.0,12,5,Brown floating wall frame,25.0,15.0
individual,1.0,13,5,Calvin Klein legwarmers,7.0,18.0
individual,1.0,14,5,Potted artificial phalaenopsis,17.0,18.0
individual,1.0,15,5,Metallic electric can opener,12.0,19.0
individual,1.0,16,5,Apple dock USB connector,17.0,19.0
individual,1.0,17,5,Peacock feather pen,10.0,20.0
individual,1.0,18,5,Getz/Gilberto bossa nova compilation CD,18.0,22.0
individual,1.0,19,5,2-slice toaster,18.0,23.0
individual,1.0,20,5,Dylan's candy bar gift box,20.0,24.0
individual,1.0,21,5,Juggling set,15.0,24.0
individual,1.0,22,5,Sony S2 stereo headphones,20.0,25.0
individual,1.0,23,5,G Saké,17.0,25.0
individual,1.0,24,5,Smith & Hawken rubber doormat,20.0,25.0
individual,1.0,25,5,Cow bell,27.0,25.0
individual,1.0,26,5,The North Face men's flip flops,14.0,28.0
individual,1.0,27,5,Frederic Fekkai 7oz hair glossing cream,7.0,28.0
individual,1.0,28,5,Tibetan finger cymbal,7.0,28.0
individual,1.0,29,5,Clinique powder brush,22.0,30.0
individual,1.0,30,5,Professional burst-resistant exercise ball,12.0,30.0
individual,1.0,31,5,Sony computer speakers,35.0,31.0
individual,1.0,32,5,Chicago Cubs vintage t-shirt,15.0,32.0
individual,1.0,33,5,Impulse helmet,15.0,34.0
individual,1.0,34,5,Halo 3 for Xbox 360,47.0,35.0
individual,1.0,35,5,Mrs. Fields cookie basket,12.0,35.0
individual,1.0,36,5,Crystal votive candle holder,12.0,35.0
individual,1.0,37,5,Scrabble board game,35.0,35.0
individual,1.0,38,5,Godiva signature chocolate truffle assortment,32.0,36.0
individual,1.0,39,5,Colorblock dress,25.0,38.0
individual,1.0,40,5,Cheese tray knife set,22.0,38.0
individual,1.0,41,5,Oster flip waffle maker,12.0,40.0
individual,1.0,42,5,Sony 8gb USB drive,10.0,40.0
individual,1.0,43,5,Panasonic cordless phone system,50.0,40.0
individual,1.0,44,5,Wireless mobile mouse,30.0,40.0
individual,1.0,45,5,Animal print glass vase,35.0,40.0
individual,1.0,46,5,Eddie Bauer sleeping bag,40.0,40.0
individual,1.0,47,5,Floral stone ring,40.0,42.0
individual,1.0,48,5,Floral bath towels,22.0,42.0
individual,1.0,49,5,Tarnished sheer scarf,45.0,44.0
individual,1.0,50,5,Candlestick lamp,40.0,45.0
individual,1.0,1,6,Wild strawberry preserve,8.0,7.0
individual,1.0,2,6,Crest deep clean dental floss,8.0,8.0
individual,1.0,3,6,Coated key lock,8.0,9.0
individual,1.0,4,6,Cock-a-doodle timer,8.0,10.0
individual,1.0,5,6,Texas Instruments scientific calculator,12.0,11.0
individual,1.0,6,6,Flexible digital thermometer,11.0,11.0
individual,1.0,7,6,Dayquil and Nyquil cough syrup,23.0,12.0
individual,1.0,8,6,Produce saver tupperware set,8.0,13.0
individual,1.0,9,6,Travel neck pillow,18.0,13.0
individual,1.0,10,6,Fresh water lily soap,9.0,14.0
individual,1.0,11,6,Bobbi Brown eyelash curler,14.0,15.0
individual,1.0,12,6,Brown floating wall frame,15.0,15.0
individual,1.0,13,6,Calvin Klein legwarmers,15.0,18.0
individual,1.0,14,6,Potted artificial phalaenopsis,16.0,18.0
individual,1.0,15,6,Metallic electric can opener,18.0,19.0
individual,1.0,16,6,Apple dock USB connector,20.0,19.0
individual,1.0,17,6,Peacock feather pen,16.0,20.0
individual,1.0,18,6,Getz/Gilberto bossa nova compilation CD,24.0,22.0
individual,1.0,19,6,2-slice toaster,25.0,23.0
individual,1.0,20,6,Dylan's candy bar gift box,18.0,24.0
individual,1.0,21,6,Juggling set,18.0,24.0
individual,1.0,22,6,Sony S2 stereo headphones,25.0,25.0
individual,1.0,23,6,G Saké,14.0,25.0
individual,1.0,24,6,Smith & Hawken rubber doormat,35.0,25.0
individual,1.0,25,6,Cow bell,35.0,25.0
individual,1.0,26,6,The North Face men's flip flops,28.0,28.0
individual,1.0,27,6,Frederic Fekkai 7oz hair glossing cream,28.0,28.0
individual,1.0,28,6,Tibetan finger cymbal,8.0,28.0
individual,1.0,29,6,Clinique powder brush,35.0,30.0
individual,1.0,30,6,Professional burst-resistant exercise ball,28.0,30.0
individual,1.0,31,6,Sony computer speakers,35.0,31.0
individual,1.0,32,6,Chicago Cubs vintage t-shirt,35.0,32.0
individual,1.0,33,6,Impulse helmet,15.0,34.0
individual,1.0,34,6,Halo 3 for Xbox 360,35.0,35.0
individual,1.0,35,6,Mrs. Fields cookie basket,24.0,35.0
individual,1.0,36,6,Crystal votive candle holder,35.0,35.0
individual,1.0,37,6,Scrabble board game,25.0,35.0
individual,1.0,38,6,Godiva signature chocolate truffle assortment,35.0,36.0
individual,1.0,39,6,Colorblock dress,25.0,38.0
individual,1.0,40,6,Cheese tray knife set,35.0,38.0
individual,1.0,41,6,Oster flip waffle maker,22.0,40.0
individual,1.0,42,6,Sony 8gb USB drive,40.0,40.0
individual,1.0,43,6,Panasonic cordless phone system,25.0,40.0
individual,1.0,44,6,Wireless mobile mouse,45.0,40.0
individual,1.0,45,6,Animal print glass vase,25.0,40.0
individual,1.0,46,6,Eddie Bauer sleeping bag,35.0,40.0
individual,1.0,47,6,Floral stone ring,30.0,42.0
individual,1.0,48,6,Floral bath towels,40.0,42.0
individual,1.0,49,6,Tarnished sheer scarf,25.0,44.0
individual,1.0,50,6,Candlestick lamp,48.0,45.0
individual,1.0,1,7,Wild strawberry preserve,15.0,7.0
individual,1.0,2,7,Crest deep clean dental floss,7.0,8.0
individual,1.0,3,7,Coated key lock,15.0,9.0
individual,1.0,4,7,Cock-a-doodle timer,8.0,10.0
individual,1.0,5,7,Texas Instruments scientific calculator,20.0,11.0
individual,1.0,6,7,Flexible digital thermometer,10.0,11.0
individual,1.0,7,7,Dayquil and Nyquil cough syrup,12.0,12.0
individual,1.0,8,7,Produce saver tupperware set,25.0,13.0
individual,1.0,9,7,Travel neck pillow,10.0,13.0
individual,1.0,10,7,Fresh water lily soap,15.0,14.0
individual,1.0,11,7,Bobbi Brown eyelash curler,9.0,15.0
individual,1.0,12,7,Brown floating wall frame,15.0,15.0
individual,1.0,13,7,Calvin Klein legwarmers,15.0,18.0
individual,1.0,14,7,Potted artificial phalaenopsis,20.0,18.0
individual,1.0,15,7,Metallic electric can opener,10.0,19.0
individual,1.0,16,7,Apple dock USB connector,10.0,19.0
individual,1.0,17,7,Peacock feather pen,13.0,20.0
individual,1.0,18,7,Getz/Gilberto bossa nova compilation CD,20.0,22.0
individual,1.0,19,7,2-slice toaster,30.0,23.0
individual,1.0,20,7,Dylan's candy bar gift box,30.0,24.0
individual,1.0,21,7,Juggling set,15.0,24.0
individual,1.0,22,7,Sony S2 stereo headphones,10.0,25.0
individual,1.0,23,7,G Saké,35.0,25.0
individual,1.0,24,7,Smith & Hawken rubber doormat,25.0,25.0
individual,1.0,25,7,Cow bell,29.0,25.0
individual,1.0,26,7,The North Face men's flip flops,20.0,28.0
individual,1.0,27,7,Frederic Fekkai 7oz hair glossing cream,20.0,28.0
individual,1.0,28,7,Tibetan finger cymbal,12.0,28.0
individual,1.0,29,7,Clinique powder brush,30.0,30.0
individual,1.0,30,7,Professional burst-resistant exercise ball,18.0,30.0
individual,1.0,31,7,Sony computer speakers,45.0,31.0
individual,1.0,32,7,Chicago Cubs vintage t-shirt,15.0,32.0
individual,1.0,33,7,Impulse helmet,15.0,34.0
individual,1.0,34,7,Halo 3 for Xbox 360,50.0,35.0
individual,1.0,35,7,Mrs. Fields cookie basket,15.0,35.0
individual,1.0,36,7,Crystal votive candle holder,30.0,35.0
individual,1.0,37,7,Scrabble board game,13.0,35.0
individual,1.0,38,7,Godiva signature chocolate truffle assortment,35.0,36.0
individual,1.0,39,7,Colorblock dress,12.0,38.0
individual,1.0,40,7,Cheese tray knife set,45.0,38.0
individual,1.0,41,7,Oster flip waffle maker,20.0,40.0
individual,1.0,42,7,Sony 8gb USB drive,7.0,40.0
individual,1.0,43,7,Panasonic cordless phone system,35.0,40.0
individual,1.0,44,7,Wireless mobile mouse,35.0,40.0
individual,1.0,45,7,Animal print glass vase,25.0,40.0
individual,1.0,46,7,Eddie Bauer sleeping bag,50.0,40.0
individual,1.0,47,7,Floral stone ring,25.0,42.0
individual,1.0,48,7,Floral bath towels,39.0,42.0
individual,1.0,49,7,Tarnished sheer scarf,30.0,44.0
individual,1.0,50,7,Candlestick lamp,25.0,45.0
individual,1.0,1,8,Wild strawberry preserve,13.0,7.0
individual,1.0,2,8,Crest deep clean dental floss,13.0,8.0
individual,1.0,3,8,Coated key lock,14.0,9.0
individual,1.0,4,8,Cock-a-doodle timer,9.0,10.0
individual,1.0,5,8,Texas Instruments scientific calculator,21.0,11.0
individual,1.0,6,8,Flexible digital thermometer,15.0,11.0
individual,1.0,7,8,Dayquil and Nyquil cough syrup,11.0,12.0
individual,1.0,8,8,Produce saver tupperware set,26.0,13.0
individual,1.0,9,8,Travel neck pillow,36.0,13.0
individual,1.0,10,8,Fresh water lily soap,16.0,14.0
individual,1.0,11,8,Bobbi Brown eyelash curler,13.0,15.0
individual,1.0,12,8,Brown floating wall frame,14.0,15.0
individual,1.0,13,8,Calvin Klein legwarmers,11.0,18.0
individual,1.0,14,8,Potted artificial phalaenopsis,23.0,18.0
individual,1.0,15,8,Metallic electric can opener,16.0,19.0
individual,1.0,16,8,Apple dock USB connector,10.0,19.0
individual,1.0,17,8,Peacock feather pen,20.0,20.0
individual,1.0,18,8,Getz/Gilberto bossa nova compilation CD,17.0,22.0
individual,1.0,19,8,2-slice toaster,27.0,23.0
individual,1.0,20,8,Dylan's candy bar gift box,22.0,24.0
individual,1.0,21,8,Juggling set,20.0,24.0
individual,1.0,22,8,Sony S2 stereo headphones,30.0,25.0
individual,1.0,23,8,G Saké,16.0,25.0
individual,1.0,24,8,Smith & Hawken rubber doormat,21.0,25.0
individual,1.0,25,8,Cow bell,37.0,25.0
individual,1.0,26,8,The North Face men's flip flops,17.0,28.0
individual,1.0,27,8,Frederic Fekkai 7oz hair glossing cream,12.0,28.0
individual,1.0,28,8,Tibetan finger cymbal,25.0,28.0
individual,1.0,29,8,Clinique powder brush,35.0,30.0
individual,1.0,30,8,Professional burst-resistant exercise ball,19.0,30.0
individual,1.0,31,8,Sony computer speakers,45.0,31.0
individual,1.0,32,8,Chicago Cubs vintage t-shirt,22.0,32.0
individual,1.0,33,8,Impulse helmet,10.0,34.0
individual,1.0,34,8,Halo 3 for Xbox 360,48.0,35.0
individual,1.0,35,8,Mrs. Fields cookie basket,26.0,35.0
individual,1.0,36,8,Crystal votive candle holder,17.0,35.0
individual,1.0,37,8,Scrabble board game,28.0,35.0
individual,1.0,38,8,Godiva signature chocolate truffle assortment,45.0,36.0
individual,1.0,39,8,Colorblock dress,42.0,38.0
individual,1.0,40,8,Cheese tray knife set,32.0,38.0
individual,1.0,41,8,Oster flip waffle maker,31.0,40.0
individual,1.0,42,8,Sony 8gb USB drive,17.0,40.0
individual,1.0,43,8,Panasonic cordless phone system,40.0,40.0
individual,1.0,44,8,Wireless mobile mouse,45.0,40.0
individual,1.0,45,8,Animal print glass vase,30.0,40.0
individual,1.0,46,8,Eddie Bauer sleeping bag,36.0,40.0
individual,1.0,47,8,Floral stone ring,18.0,42.0
individual,1.0,48,8,Floral bath towels,50.0,42.0
individual,1.0,49,8,Tarnished sheer scarf,30.0,44.0
individual,1.0,50,8,Candlestick lamp,46.0,45.0
individual,1.0,1,9,Wild strawberry preserve,15.0,7.0
individual,1.0,2,9,Crest deep clean dental floss,15.0,8.0
individual,1.0,3,9,Coated key lock,20.0,9.0
individual,1.0,4,9,Cock-a-doodle timer,12.0,10.0
individual,1.0,5,9,Texas Instruments scientific calculator,30.0,11.0
individual,1.0,6,9,Flexible digital thermometer,3.0,11.0
individual,1.0,7,9,Dayquil and Nyquil cough syrup,12.0,12.0
individual,1.0,8,9,Produce saver tupperware set,18.0,13.0
individual,1.0,9,9,Travel neck pillow,35.0,13.0
individual,1.0,10,9,Fresh water lily soap,13.0,14.0
individual,1.0,11,9,Bobbi Brown eyelash curler,15.0,15.0
individual,1.0,12,9,Brown floating wall frame,18.0,15.0
individual,1.0,13,9,Calvin Klein legwarmers,8.0,18.0
individual,1.0,14,9,Potted artificial phalaenopsis,25.0,18.0
individual,1.0,15,9,Metallic electric can opener,40.0,19.0
individual,1.0,16,9,Apple dock USB connector,15.0,19.0
individual,1.0,17,9,Peacock feather pen,8.0,20.0
individual,1.0,18,9,Getz/Gilberto bossa nova compilation CD,31.0,22.0
individual,1.0,19,9,2-slice toaster,38.0,23.0
individual,1.0,20,9,Dylan's candy bar gift box,24.0,24.0
individual,1.0,21,9,Juggling set,20.0,24.0
individual,1.0,22,9,Sony S2 stereo headphones,18.0,25.0
individual,1.0,23,9,G Saké,20.0,25.0
individual,1.0,24,9,Smith & Hawken rubber doormat,25.0,25.0
individual,1.0,25,9,Cow bell,25.0,25.0
individual,1.0,26,9,The North Face men's flip flops,15.0,28.0
individual,1.0,27,9,Frederic Fekkai 7oz hair glossing cream,25.0,28.0
individual,1.0,28,9,Tibetan finger cymbal,15.0,28.0
individual,1.0,29,9,Clinique powder brush,35.0,30.0
individual,1.0,30,9,Professional burst-resistant exercise ball,10.0,30.0
individual,1.0,31,9,Sony computer speakers,24.0,31.0
individual,1.0,32,9,Chicago Cubs vintage t-shirt,10.0,32.0
individual,1.0,33,9,Impulse helmet,20.0,34.0
individual,1.0,34,9,Halo 3 for Xbox 360,40.0,35.0
individual,1.0,35,9,Mrs. Fields cookie basket,26.0,35.0
individual,1.0,36,9,Crystal votive candle holder,30.0,35.0
individual,1.0,37,9,Scrabble board game,20.0,35.0
individual,1.0,38,9,Godiva signature chocolate truffle assortment,35.0,36.0
individual,1.0,39,9,Colorblock dress,20.0,38.0
individual,1.0,40,9,Cheese tray knife set,25.0,38.0
individual,1.0,41,9,Oster flip waffle maker,28.0,40.0
individual,1.0,42,9,Sony 8gb USB drive,28.0,40.0
individual,1.0,43,9,Panasonic cordless phone system,30.0,40.0
individual,1.0,44,9,Wireless mobile mouse,50.0,40.0
individual,1.0,45,9,Animal print glass vase,29.0,40.0
individual,1.0,46,9,Eddie Bauer sleeping bag,30.0,40.0
individual,1.0,47,9,Floral stone ring,20.0,42.0
individual,1.0,48,9,Floral bath towels,30.0,42.0
individual,1.0,49,9,Tarnished sheer scarf,34.0,44.0
individual,1.0,50,9,Candlestick lamp,45.0,45.0
individual,1.0,1,10,Wild strawberry preserve,10.0,7.0
individual,1.0,2,10,Crest deep clean dental floss,32.0,8.0
individual,1.0,3,10,Coated key lock,10.0,9.0
individual,1.0,4,10,Cock-a-doodle timer,5.0,10.0
individual,1.0,5,10,Texas Instruments scientific calculator,15.0,11.0
individual,1.0,6,10,Flexible digital thermometer,10.0,11.0
individual,1.0,7,10,Dayquil and Nyquil cough syrup,12.0,12.0
individual,1.0,8,10,Produce saver tupperware set,12.0,13.0
individual,1.0,9,10,Travel neck pillow,32.0,13.0
